epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
176,1495.59,0.44505,0.57177,0.18134,0.30018,0.873,0.94036,0.94194,0.97351,0.84387,0.93392,0.93548,0.96,0.81617,0.59112,0.68849,0.03076,0.37041,0.89027,0.002535,0.000845,0.002535,0.000845,0.002535,0.000845,0.002535,0.000845
177,1502.92,0.45061,0.59104,0.18197,0.3118,0.87162,0.96049,0.94111,0.97544,0.84538,0.96049,0.94111,0.97544,0.82694,0.59085,0.67501,0.03224,0.36453,0.89706,0.0025152,0.0008384,0.0025152,0.0008384,0.0025152,0.0008384,0.0025152,0.0008384
178,1510.36,0.44462,0.59052,0.17273,0.29663,0.85911,0.95463,0.95027,0.97459,0.84636,0.95463,0.95027,0.97459,0.84522,0.58882,0.64341,0.02992,0.36402,0.89821,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318,0.0024954,0.0008318
179,1518.67,0.44385,0.5937,0.17391,0.28895,0.85841,0.94891,0.95872,0.97384,0.84943,0.94259,0.95337,0.9606,0.831,0.58202,0.65041,0.03203,0.36625,0.89504,0.0024756,0.0008252,0.0024756,0.0008252,0.0024756,0.0008252,0.0024756,0.0008252
180,1525.84,0.46013,0.61935,0.17655,0.29536,0.86428,0.94855,0.9515,0.97369,0.84858,0.94211,0.94504,0.95911,0.82386,0.58221,0.64658,0.03243,0.36441,0.90184,0.0024558,0.0008186,0.0024558,0.0008186,0.0024558,0.0008186,0.0024558,0.0008186
181,1533.58,0.43588,0.61812,0.17207,0.29004,0.86009,0.96334,0.92903,0.97497,0.84817,0.96334,0.92903,0.97497,0.83727,0.58972,0.66637,0.03138,0.37191,0.90097,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
182,1540.83,0.4443,0.63422,0.17015,0.29965,0.86189,0.96433,0.92258,0.96927,0.84879,0.95775,0.92903,0.9723,0.8294,0.57959,0.67861,0.02986,0.37994,0.90214,0.0024162,0.0008054,0.0024162,0.0008054,0.0024162,0.0008054,0.0024162,0.0008054
183,1549.16,0.44944,0.58746,0.17058,0.29452,0.86244,0.94845,0.95484,0.97601,0.85156,0.94845,0.95484,0.97601,0.83846,0.56818,0.63735,0.03017,0.37675,0.89536,0.0023964,0.0007988,0.0023964,0.0007988,0.0023964,0.0007988,0.0023964,0.0007988
184,1557.41,0.44547,0.58302,0.17043,0.30034,0.86551,0.96357,0.94839,0.97368,0.84926,0.96357,0.94839,0.97368,0.8414,0.57639,0.63956,0.0289,0.36791,0.90105,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922,0.0023766,0.0007922
185,1564.44,0.4369,0.59098,0.16982,0.29142,0.85621,0.96684,0.94066,0.9743,0.85225,0.96684,0.94066,0.9743,0.83871,0.5887,0.65928,0.02926,0.37622,0.90984,0.0023568,0.0007856,0.0023568,0.0007856,0.0023568,0.0007856,0.0023568,0.0007856
186,1572.75,0.44052,0.58839,0.17073,0.28908,0.85936,0.93685,0.95706,0.97562,0.85188,0.93053,0.95061,0.9623,0.83161,0.57693,0.66313,0.03017,0.35908,0.90171,0.002337,0.000779,0.002337,0.000779,0.002337,0.000779,0.002337,0.000779
187,1581.52,0.44506,0.61168,0.17766,0.29676,0.86544,0.94901,0.96054,0.9741,0.84225,0.94263,0.95409,0.96057,0.83234,0.58846,0.66932,0.0295,0.36501,0.90366,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724,0.0023172,0.0007724
188,1588.95,0.44655,0.57326,0.17795,0.29638,0.86817,0.96073,0.96774,0.97653,0.83969,0.96073,0.96774,0.97653,0.83742,0.59431,0.67295,0.02912,0.36145,0.90847,0.0022974,0.0007658,0.0022974,0.0007658,0.0022974,0.0007658,0.0022974,0.0007658
189,1596.22,0.45587,0.59139,0.1772,0.29978,0.87433,0.95565,0.9732,0.97702,0.84121,0.95565,0.9732,0.97702,0.83542,0.57617,0.65328,0.02886,0.36093,0.89968,0.0022776,0.0007592,0.0022776,0.0007592,0.0022776,0.0007592,0.0022776,0.0007592
190,1604.92,0.4315,0.58813,0.1825,0.29232,0.86566,0.9614,0.96408,0.97596,0.85006,0.9614,0.96408,0.97596,0.82587,0.58089,0.6704,0.02963,0.35595,0.90099,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526,0.0022578,0.0007526
191,1613.61,0.42787,0.55062,0.16794,0.28768,0.86093,0.93647,0.98065,0.97956,0.85258,0.93031,0.97419,0.96496,0.82346,0.58033,0.65944,0.02951,0.34751,0.90558,0.002238,0.000746,0.002238,0.000746,0.002238,0.000746,0.002238,0.000746
192,1620.3,0.43943,0.5986,0.16311,0.29112,0.86309,0.93129,0.98065,0.9785,0.85488,0.92504,0.97419,0.96471,0.83998,0.57401,0.65293,0.02915,0.3544,0.89713,0.0022182,0.0007394,0.0022182,0.0007394,0.0022182,0.0007394,0.0022182,0.0007394
193,1627.58,0.4407,0.60265,0.171,0.29291,0.86041,0.94201,0.96774,0.97518,0.85554,0.94201,0.96774,0.97518,0.83555,0.57764,0.65565,0.02843,0.36766,0.89659,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
194,1635.16,0.44605,0.55684,0.17549,0.29499,0.86918,0.93754,0.97419,0.97598,0.85757,0.93125,0.96774,0.96213,0.84203,0.5807,0.65318,0.03001,0.36843,0.90331,0.0021786,0.0007262,0.0021786,0.0007262,0.0021786,0.0007262,0.0021786,0.0007262
195,1644.41,0.42046,0.53528,0.16805,0.28224,0.84902,0.96722,0.95198,0.97691,0.85282,0.96722,0.95198,0.97691,0.84169,0.58527,0.6463,0.02975,0.36796,0.90443,0.0021588,0.0007196,0.0021588,0.0007196,0.0021588,0.0007196,0.0021588,0.0007196
196,1651.18,0.45305,0.59989,0.17866,0.30089,0.8669,0.9425,0.96774,0.9746,0.8473,0.9425,0.96774,0.9746,0.84204,0.58719,0.63524,0.03098,0.36404,0.90355,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713,0.002139,0.000713
197,1659.23,0.43636,0.57887,0.16308,0.28544,0.86208,0.95487,0.96129,0.97467,0.84976,0.95487,0.96129,0.97467,0.83926,0.58272,0.6487,0.02985,0.36284,0.90139,0.0021192,0.0007064,0.0021192,0.0007064,0.0021192,0.0007064,0.0021192,0.0007064
198,1666.26,0.42938,0.56047,0.1693,0.28314,0.86108,0.96229,0.94194,0.97825,0.85834,0.95569,0.93548,0.96351,0.8359,0.5817,0.66633,0.02888,0.36603,0.89863,0.0020994,0.0006998,0.0020994,0.0006998,0.0020994,0.0006998,0.0020994,0.0006998
199,1675.21,0.42372,0.57875,0.16636,0.28684,0.86068,0.97333,0.94165,0.97543,0.8478,0.96666,0.93519,0.95976,0.83266,0.59108,0.65385,0.02872,0.3711,0.90823,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932,0.0020796,0.0006932
200,1682.89,0.42482,0.55652,0.16867,0.28039,0.86289,0.94854,0.95128,0.97578,0.84817,0.9421,0.94483,0.96004,0.83402,0.57858,0.65519,0.02968,0.37444,0.90486,0.0020598,0.0006866,0.0020598,0.0006866,0.0020598,0.0006866,0.0020598,0.0006866
201,1689.91,0.43575,0.61516,0.17205,0.29116,0.86723,0.96345,0.94194,0.97933,0.85981,0.96345,0.94194,0.97933,0.84513,0.56914,0.62366,0.02899,0.36666,0.90098,0.00204,0.00068,0.00204,0.00068,0.00204,0.00068,0.00204,0.00068
202,1698.39,0.43428,0.57838,0.16695,0.29436,0.86322,0.94362,0.97178,0.97563,0.86485,0.94362,0.97178,0.97563,0.85602,0.56229,0.61833,0.02966,0.3544,0.90075,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734,0.0020202,0.0006734
203,1706.6,0.43272,0.5791,0.16854,0.28965,0.86548,0.9444,0.94194,0.97486,0.8547,0.9444,0.94194,0.97486,0.84859,0.56206,0.64132,0.0323,0.35938,0.89607,0.0020004,0.0006668,0.0020004,0.0006668,0.0020004,0.0006668,0.0020004,0.0006668
204,1713.84,0.441,0.54527,0.16311,0.28172,0.86299,0.96655,0.93222,0.97794,0.85908,0.96655,0.93222,0.97794,0.85364,0.56101,0.62145,0.03025,0.36538,0.89981,0.0019806,0.0006602,0.0019806,0.0006602,0.0019806,0.0006602,0.0019806,0.0006602
205,1721.68,0.4469,0.58977,0.16698,0.29735,0.86395,0.93695,0.95867,0.97767,0.85436,0.93695,0.95867,0.97767,0.84671,0.55696,0.62616,0.02947,0.3518,0.89679,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
206,1728.61,0.42249,0.57702,0.17485,0.28277,0.86456,0.97297,0.92881,0.97719,0.84793,0.97297,0.92881,0.97719,0.84459,0.56251,0.6258,0.02988,0.35742,0.89866,0.001941,0.000647,0.001941,0.000647,0.001941,0.000647,0.001941,0.000647
207,1737.36,0.41098,0.53876,0.16797,0.28359,0.85283,0.93115,0.96774,0.97539,0.84856,0.93115,0.96774,0.97539,0.84743,0.56692,0.62064,0.02966,0.36628,0.90005,0.0019212,0.0006404,0.0019212,0.0006404,0.0019212,0.0006404,0.0019212,0.0006404
208,1745.34,0.43452,0.52976,0.17066,0.28245,0.86065,0.955,0.95484,0.9776,0.85174,0.955,0.95484,0.9776,0.85003,0.57512,0.60269,0.0302,0.36576,0.90439,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338,0.0019014,0.0006338
209,1752.85,0.43644,0.58865,0.16718,0.28304,0.86401,0.96731,0.95444,0.97749,0.85526,0.96077,0.94812,0.96288,0.84966,0.56398,0.61344,0.02949,0.36604,0.89968,0.0018816,0.0006272,0.0018816,0.0006272,0.0018816,0.0006272,0.0018816,0.0006272
210,1760.01,0.41887,0.52273,0.16088,0.27293,0.85604,0.95506,0.9597,0.97674,0.85485,0.95506,0.9597,0.97674,0.8557,0.55815,0.60681,0.02858,0.37228,0.90043,0.0018618,0.0006206,0.0018618,0.0006206,0.0018618,0.0006206,0.0018618,0.0006206
211,1768.38,0.4336,0.57574,0.171,0.28565,0.86205,0.94835,0.95484,0.97674,0.85931,0.9419,0.94839,0.96379,0.85439,0.55303,0.60467,0.02955,0.37432,0.89749,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614,0.001842,0.000614
212,1775.33,0.43431,0.53789,0.16261,0.2918,0.86488,0.94828,0.94631,0.97331,0.85282,0.94181,0.93986,0.96149,0.85159,0.5556,0.61009,0.03022,0.37941,0.89396,0.0018222,0.0006074,0.0018222,0.0006074,0.0018222,0.0006074,0.0018222,0.0006074
213,1782.32,0.43256,0.53104,0.16553,0.29078,0.85811,0.96037,0.93804,0.9759,0.85225,0.96037,0.93804,0.9759,0.85587,0.55301,0.61185,0.02909,0.36444,0.89748,0.0018024,0.0006008,0.0018024,0.0006008,0.0018024,0.0006008,0.0018024,0.0006008
214,1789.92,0.42447,0.56168,0.16187,0.28598,0.85617,0.96116,0.92903,0.97422,0.85097,0.96116,0.92903,0.97422,0.8515,0.56127,0.6208,0.02939,0.37191,0.89834,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942,0.0017826,0.0005942
215,1799.21,0.41967,0.51135,0.1615,0.28687,0.85396,0.96045,0.93997,0.9717,0.85068,0.96045,0.93997,0.9717,0.84316,0.55804,0.61812,0.02964,0.37277,0.90256,0.0017628,0.0005876,0.0017628,0.0005876,0.0017628,0.0005876,0.0017628,0.0005876
216,1806.1,0.42013,0.54908,0.16868,0.2823,0.8538,0.96373,0.94194,0.97256,0.85376,0.96373,0.94194,0.97256,0.84786,0.56081,0.62564,0.03004,0.37425,0.90275,0.001743,0.000581,0.001743,0.000581,0.001743,0.000581,0.001743,0.000581
217,1813.56,0.42628,0.54347,0.15373,0.28023,0.85751,0.95814,0.93548,0.97641,0.8517,0.95814,0.93548,0.97641,0.84906,0.5659,0.6265,0.02902,0.36779,0.90386,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
218,1821.44,0.41975,0.52445,0.16249,0.27877,0.85782,0.95227,0.94839,0.97611,0.8595,0.95227,0.94839,0.97611,0.8532,0.55976,0.61634,0.02853,0.37255,0.90056,0.0017034,0.0005678,0.0017034,0.0005678,0.0017034,0.0005678,0.0017034,0.0005678
219,1830.2,0.43321,0.51036,0.16216,0.2826,0.86311,0.95868,0.94839,0.97766,0.8619,0.95868,0.94839,0.97766,0.85792,0.55469,0.6174,0.02888,0.37258,0.8991,0.0016836,0.0005612,0.0016836,0.0005612,0.0016836,0.0005612,0.0016836,0.0005612
220,1837.39,0.42312,0.52516,0.17124,0.28364,0.86387,0.9536,0.94839,0.9783,0.86203,0.9536,0.94839,0.9783,0.8631,0.55884,0.61549,0.02845,0.37477,0.90185,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546,0.0016638,0.0005546
221,1844.32,0.41545,0.51049,0.16804,0.27493,0.85727,0.96051,0.94163,0.97551,0.86009,0.96051,0.94163,0.97551,0.8492,0.5501,0.60983,0.02893,0.36778,0.89608,0.001644,0.000548,0.001644,0.000548,0.001644,0.000548,0.001644,0.000548
222,1850.96,0.41657,0.57186,0.16962,0.28032,0.85902,0.95976,0.93548,0.97124,0.85253,0.96048,0.94083,0.97541,0.8483,0.56216,0.6193,0.03065,0.36477,0.90206,0.0016242,0.0005414,0.0016242,0.0005414,0.0016242,0.0005414,0.0016242,0.0005414
223,1859.94,0.40548,0.50588,0.1503,0.27251,0.85464,0.96678,0.93889,0.97335,0.85657,0.96678,0.93889,0.97335,0.84552,0.56831,0.62585,0.0292,0.36077,0.90642,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348,0.0016044,0.0005348
224,1866.93,0.41398,0.52081,0.15323,0.28058,0.8505,0.96203,0.94839,0.97166,0.85468,0.96203,0.94839,0.97166,0.8508,0.55903,0.61813,0.02866,0.37264,0.90323,0.0015846,0.0005282,0.0015846,0.0005282,0.0015846,0.0005282,0.0015846,0.0005282
225,1873.87,0.41467,0.5174,0.161,0.27455,0.85385,0.9667,0.94194,0.97171,0.84845,0.9667,0.94194,0.97171,0.84699,0.5581,0.60939,0.02808,0.36523,0.90416,0.0015648,0.0005216,0.0015648,0.0005216,0.0015648,0.0005216,0.0015648,0.0005216
226,1882.06,0.42751,0.54711,0.16733,0.28997,0.85911,0.95717,0.94839,0.97363,0.85438,0.95717,0.94839,0.97363,0.85398,0.56153,0.61958,0.02852,0.3822,0.90344,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515,0.001545,0.000515
227,1891.39,0.42133,0.52215,0.16366,0.27748,0.85715,0.96076,0.94772,0.97427,0.85382,0.96076,0.94772,0.97427,0.84957,0.56393,0.62424,0.0284,0.37335,0.90229,0.0015252,0.0005084,0.0015252,0.0005084,0.0015252,0.0005084,0.0015252,0.0005084
228,1897.88,0.40077,0.50713,0.15766,0.27354,0.84689,0.95411,0.93891,0.96997,0.85101,0.96066,0.94536,0.97454,0.84915,0.56843,0.62169,0.02791,0.37228,0.90522,0.0015054,0.0005018,0.0015054,0.0005018,0.0015054,0.0005018,0.0015054,0.0005018
229,1905.87,0.4045,0.53241,0.15856,0.27185,0.8556,0.96097,0.9532,0.97517,0.85849,0.96097,0.9532,0.97517,0.85316,0.55888,0.62311,0.02806,0.37141,0.90098,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
230,1913.72,0.41206,0.54609,0.15641,0.27723,0.85665,0.96092,0.95177,0.97663,0.86354,0.96092,0.95177,0.97663,0.85328,0.55616,0.61162,0.02801,0.36072,0.89461,0.0014658,0.0004886,0.0014658,0.0004886,0.0014658,0.0004886,0.0014658,0.0004886
231,1922.03,0.41056,0.53716,0.15485,0.28214,0.85693,0.96518,0.94839,0.97589,0.86037,0.96518,0.94839,0.97589,0.85508,0.5547,0.60069,0.02653,0.36594,0.89888,0.001446,0.000482,0.001446,0.000482,0.001446,0.000482,0.001446,0.000482
232,1929.4,0.40362,0.52463,0.15808,0.27271,0.8471,0.96567,0.94839,0.97442,0.85378,0.96567,0.94839,0.97442,0.84506,0.55099,0.60426,0.02745,0.35333,0.8977,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754,0.0014262,0.0004754
233,1936.67,0.4231,0.51619,0.16503,0.27992,0.85906,0.96375,0.93548,0.97654,0.85408,0.96375,0.93548,0.97654,0.85291,0.54977,0.60772,0.02892,0.35432,0.89415,0.0014064,0.0004688,0.0014064,0.0004688,0.0014064,0.0004688,0.0014064,0.0004688
234,1944.03,0.4155,0.52697,0.1551,0.2703,0.85835,0.96374,0.92903,0.9755,0.85572,0.96374,0.92903,0.9755,0.85316,0.54922,0.61095,0.02879,0.35117,0.89519,0.0013866,0.0004622,0.0013866,0.0004622,0.0013866,0.0004622,0.0013866,0.0004622
235,1953.01,0.41058,0.49536,0.16133,0.26877,0.85755,0.9666,0.9336,0.97661,0.85976,0.9666,0.9336,0.97661,0.8577,0.55286,0.60881,0.02825,0.35872,0.90104,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556,0.0013668,0.0004556
236,1960.5,0.41685,0.53271,0.15424,0.27666,0.85631,0.93478,0.96774,0.97943,0.8614,0.93478,0.96774,0.97943,0.85775,0.55911,0.61684,0.02739,0.34856,0.90351,0.001347,0.000449,0.001347,0.000449,0.001347,0.000449,0.001347,0.000449
237,1968.14,0.38362,0.48525,0.15763,0.26135,0.84445,0.96108,0.95598,0.98026,0.86109,0.96108,0.95598,0.98026,0.86314,0.55731,0.61099,0.02791,0.35081,0.90133,0.0013272,0.0004424,0.0013272,0.0004424,0.0013272,0.0004424,0.0013272,0.0004424
238,1976.2,0.40221,0.50772,0.17218,0.2665,0.85762,0.96496,0.94194,0.97904,0.86091,0.96496,0.94194,0.97904,0.85622,0.56088,0.62228,0.02711,0.35139,0.90335,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358,0.0013074,0.0004358
239,1984.26,0.40208,0.46794,0.16078,0.2719,0.85705,0.94209,0.94458,0.97547,0.86014,0.94852,0.95103,0.97894,0.85522,0.55717,0.61573,0.0267,0.35639,0.90275,0.0012876,0.0004292,0.0012876,0.0004292,0.0012876,0.0004292,0.0012876,0.0004292
240,1990.96,0.41198,0.51989,0.16074,0.26988,0.862,0.94971,0.94194,0.97487,0.85553,0.95667,0.94839,0.97863,0.857,0.55426,0.60418,0.02733,0.36355,0.90237,0.0012678,0.0004226,0.0012678,0.0004226,0.0012678,0.0004226,0.0012678,0.0004226
241,1997.78,0.41366,0.51136,0.15543,0.26925,0.85597,0.96029,0.93607,0.97172,0.86383,0.96691,0.94252,0.97546,0.86146,0.55356,0.59401,0.0279,0.35677,0.90456,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
242,2005.97,0.41408,0.47824,0.15538,0.27389,0.85933,0.96689,0.94189,0.97815,0.85984,0.96689,0.94189,0.97815,0.86337,0.55695,0.59725,0.02695,0.35539,0.90855,0.0012282,0.0004094,0.0012282,0.0004094,0.0012282,0.0004094,0.0012282,0.0004094
243,2015.03,0.4098,0.4903,0.15792,0.26972,0.86226,0.96342,0.94194,0.97716,0.85964,0.96342,0.94194,0.97716,0.86452,0.55093,0.60541,0.02633,0.35578,0.90603,0.0012084,0.0004028,0.0012084,0.0004028,0.0012084,0.0004028,0.0012084,0.0004028
244,2022.24,0.40175,0.4872,0.15747,0.26881,0.85443,0.96031,0.94839,0.97554,0.85694,0.96031,0.94839,0.97554,0.85359,0.5493,0.62266,0.0271,0.35413,0.90077,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962,0.0011886,0.0003962
245,2029.85,0.39307,0.47993,0.14998,0.26809,0.84514,0.95808,0.94839,0.97664,0.86068,0.95808,0.94839,0.97664,0.85536,0.54999,0.61711,0.02683,0.34996,0.90056,0.0011688,0.0003896,0.0011688,0.0003896,0.0011688,0.0003896,0.0011688,0.0003896
246,2037.5,0.40188,0.48171,0.15346,0.26864,0.85032,0.96709,0.94789,0.97745,0.85724,0.96709,0.94789,0.97745,0.8512,0.55542,0.62417,0.02701,0.35191,0.90047,0.001149,0.000383,0.001149,0.000383,0.001149,0.000383,0.001149,0.000383
247,2046.99,0.41031,0.49408,0.15818,0.26897,0.85407,0.96421,0.94839,0.97869,0.86183,0.96421,0.94839,0.97869,0.85473,0.5513,0.62949,0.02756,0.35089,0.89875,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764,0.0011292,0.0003764
248,2053.81,0.40043,0.49198,0.16421,0.26552,0.85673,0.96455,0.94194,0.97719,0.85617,0.96455,0.94194,0.97719,0.85754,0.54772,0.61539,0.0275,0.34763,0.90046,0.0011094,0.0003698,0.0011094,0.0003698,0.0011094,0.0003698,0.0011094,0.0003698
249,2062.33,0.39152,0.49046,0.15831,0.26015,0.85247,0.96048,0.94081,0.97682,0.85897,0.96048,0.94081,0.97682,0.85739,0.5483,0.61893,0.0276,0.3548,0.89859,0.0010896,0.0003632,0.0010896,0.0003632,0.0010896,0.0003632,0.0010896,0.0003632
250,2069.18,0.39183,0.47528,0.16159,0.26061,0.85581,0.96074,0.9473,0.97846,0.86362,0.96074,0.9473,0.97846,0.86056,0.54335,0.61527,0.02772,0.35636,0.89779,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566,0.0010698,0.0003566
251,2077.95,0.4036,0.49305,0.15834,0.27021,0.85514,0.96669,0.93621,0.97957,0.86673,0.96669,0.93621,0.97957,0.85881,0.54178,0.60714,0.02751,0.34349,0.89886,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035,0.00105,0.00035
252,2085.84,0.40117,0.52888,0.15733,0.27037,0.84917,0.96677,0.93842,0.97769,0.86374,0.96677,0.93842,0.97769,0.85869,0.53965,0.60892,0.02778,0.34755,0.89597,0.0010302,0.0003434,0.0010302,0.0003434,0.0010302,0.0003434,0.0010302,0.0003434
253,2093.27,0.41719,0.49102,0.15925,0.27477,0.86373,0.96523,0.94194,0.97824,0.86012,0.96523,0.94194,0.97824,0.8515,0.54912,0.61803,0.02729,0.35192,0.90244,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
254,2101.64,0.39423,0.49358,0.15138,0.26479,0.85115,0.96702,0.94588,0.97857,0.85904,0.96702,0.94588,0.97857,0.85031,0.55074,0.61613,0.02661,0.3544,0.90536,0.0009906,0.0003302,0.0009906,0.0003302,0.0009906,0.0003302,0.0009906,0.0003302
255,2109.84,0.39365,0.48631,0.15203,0.25359,0.84668,0.96053,0.94207,0.97922,0.85604,0.96053,0.94207,0.97922,0.84575,0.54602,0.61883,0.02675,0.35369,0.90263,0.0009708,0.0003236,0.0009708,0.0003236,0.0009708,0.0003236,0.0009708,0.0003236
256,2118.05,0.39489,0.48121,0.15625,0.26866,0.84729,0.95482,0.95435,0.97835,0.86163,0.95482,0.95435,0.97835,0.84993,0.5398,0.62381,0.02755,0.35005,0.89792,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317,0.000951,0.000317
257,2125.08,0.39365,0.47062,0.15089,0.25964,0.85483,0.96208,0.94194,0.97795,0.86132,0.96208,0.94194,0.97795,0.85025,0.53579,0.61761,0.02737,0.35082,0.89958,0.0009312,0.0003104,0.0009312,0.0003104,0.0009312,0.0003104,0.0009312,0.0003104
258,2132.28,0.38133,0.48297,0.15409,0.25785,0.84488,0.96413,0.94194,0.9776,0.86054,0.96413,0.94194,0.9776,0.85449,0.54033,0.61305,0.02755,0.35421,0.90178,0.0009114,0.0003038,0.0009114,0.0003038,0.0009114,0.0003038,0.0009114,0.0003038
259,2141.5,0.40139,0.52853,0.1626,0.26285,0.85971,0.9653,0.94194,0.97823,0.8619,0.9653,0.94194,0.97823,0.85111,0.54037,0.61339,0.02676,0.3501,0.90171,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972,0.0008916,0.0002972
260,2149.14,0.39334,0.46456,0.14973,0.25639,0.85036,0.95438,0.94194,0.97683,0.86302,0.95438,0.94194,0.97683,0.85699,0.5408,0.61107,0.02696,0.35549,0.90135,0.0008718,0.0002906,0.0008718,0.0002906,0.0008718,0.0002906,0.0008718,0.0002906
261,2156.5,0.40041,0.53286,0.14863,0.26211,0.85576,0.96663,0.93433,0.97688,0.86099,0.96663,0.93433,0.97688,0.85425,0.54585,0.60988,0.0264,0.36095,0.9054,0.000852,0.000284,0.000852,0.000284,0.000852,0.000284,0.000852,0.000284
262,2164.33,0.38174,0.46175,0.14929,0.25943,0.84801,0.95951,0.92903,0.97436,0.85787,0.9663,0.93548,0.9787,0.84869,0.54521,0.60793,0.02573,0.35163,0.90819,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774,0.0008322,0.0002774
263,2171.88,0.3838,0.50923,0.15493,0.26503,0.85152,0.96683,0.9402,0.97881,0.85951,0.96683,0.9402,0.97881,0.85004,0.54329,0.61171,0.0262,0.34794,0.90565,0.0008124,0.0002708,0.0008124,0.0002708,0.0008124,0.0002708,0.0008124,0.0002708
264,2179.02,0.38433,0.45503,0.15613,0.25431,0.84906,0.966,0.94194,0.97753,0.86457,0.966,0.94194,0.97753,0.85146,0.53828,0.61505,0.02618,0.34644,0.90198,0.0007926,0.0002642,0.0007926,0.0002642,0.0007926,0.0002642,0.0007926,0.0002642
265,2186.56,0.38947,0.47935,0.14896,0.25276,0.84741,0.96674,0.9376,0.97737,0.86227,0.96674,0.9376,0.97737,0.85226,0.54108,0.61659,0.02624,0.34961,0.90337,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
266,2194.66,0.39183,0.45989,0.15731,0.26352,0.85241,0.96038,0.92903,0.97685,0.86218,0.96038,0.92903,0.97685,0.85283,0.54177,0.60974,0.02658,0.3484,0.90356,0.000753,0.000251,0.000753,0.000251,0.000753,0.000251,0.000753,0.000251
267,2202.55,0.38472,0.48036,0.15538,0.25737,0.84851,0.96003,0.94194,0.97614,0.85935,0.96003,0.94194,0.97614,0.85424,0.5428,0.60868,0.02687,0.35238,0.90261,0.0007332,0.0002444,0.0007332,0.0002444,0.0007332,0.0002444,0.0007332,0.0002444
268,2210.95,0.39481,0.51796,0.15289,0.26609,0.84797,0.96151,0.94194,0.97731,0.86428,0.96151,0.94194,0.97731,0.85716,0.54022,0.60356,0.02599,0.34686,0.90162,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378,0.0007134,0.0002378
269,2217.65,0.40519,0.50004,0.16243,0.2675,0.85876,0.96677,0.93858,0.97701,0.86015,0.96677,0.93858,0.97701,0.85265,0.54252,0.60908,0.02607,0.34318,0.9025,0.0006936,0.0002312,0.0006936,0.0002312,0.0006936,0.0002312,0.0006936,0.0002312
270,2224.49,0.38357,0.44838,0.147,0.25698,0.84339,0.96676,0.93811,0.97638,0.86097,0.96676,0.93811,0.97638,0.85645,0.54038,0.60113,0.02601,0.34515,0.9022,0.0006738,0.0002246,0.0006738,0.0002246,0.0006738,0.0002246,0.0006738,0.0002246
271,2233.37,0.38754,0.45483,0.15438,0.25529,0.84562,0.96361,0.93548,0.97594,0.86118,0.96361,0.93548,0.97594,0.85638,0.5381,0.60323,0.02628,0.34712,0.89971,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218,0.000654,0.000218
