epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
62,1124.92,1.64687,2.59706,0.18787,0.97271,1.68266,0.84216,0.85806,0.91456,0.40001,0.84278,0.83004,0.89994,0.54208,1.97896,1.64269,0.02929,0.88373,1.54454,0.001634,0.001634,0.001634
63,1147.91,1.60297,2.46279,0.17793,0.95168,1.67886,0.79244,0.90323,0.89355,0.31558,0.80291,0.91613,0.89942,0.52771,2.11742,1.5463,0.03637,1.17793,1.5851,0.001628,0.001628,0.001628
64,1161.31,1.6215,2.50696,0.19165,0.96207,1.67917,0.87852,0.93318,0.96583,0.49537,0.87216,0.92432,0.93941,0.56586,1.68145,1.5625,0.03171,0.75149,1.37559,0.001622,0.001622,0.001622
65,1180.03,1.65479,2.51762,0.19694,0.96596,1.69688,0.84853,0.94194,0.95532,0.50833,0.84226,0.93548,0.94204,0.56388,1.60932,1.52902,0.03519,0.91436,1.35148,0.001616,0.001616,0.001616
66,1196.9,1.62742,2.51254,0.1905,0.95672,1.68743,0.80516,0.8798,0.89115,0.50672,0.79901,0.87202,0.88063,0.5115,1.53273,1.59392,0.02881,0.88335,1.32982,0.00161,0.00161,0.00161
67,1216.2,1.62766,2.56804,0.19083,0.97505,1.67725,0.835,0.91417,0.92589,0.38871,0.83525,0.91582,0.91858,0.53999,2.01121,1.6135,0.02926,1.36481,1.61508,0.001604,0.001604,0.001604
68,1233.25,1.61594,2.5831,0.17655,0.98193,1.65421,0.86684,0.88198,0.93487,0.5782,0.85378,0.86643,0.91893,0.54771,1.37888,1.57254,0.03789,0.9169,1.27622,0.001598,0.001598,0.001598
69,1249.63,1.59826,2.48306,0.18087,0.9761,1.67034,0.81881,0.93297,0.92917,0.45065,0.80748,0.92006,0.90242,0.53914,1.83735,1.55431,0.02573,1.35891,1.44936,0.001592,0.001592,0.001592
70,1266.72,1.60853,2.4897,0.19894,0.95759,1.66388,0.83791,0.90051,0.9137,0.29989,0.83791,0.90051,0.90316,0.53742,2.39529,1.55683,0.03026,0.92219,1.81303,0.001586,0.001586,0.001586
71,1287.43,1.60084,2.40527,0.17951,0.93646,1.65325,0.85497,0.92903,0.94872,0.50753,0.8431,0.91613,0.92091,0.56268,1.61123,1.53647,0.03086,0.85801,1.36478,0.00158,0.00158,0.00158
